country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
east timor,9.892,9.912,9.931,9.951,9.971,9.991,10.011,10.031,10.051,10.071,10.091,10.243,10.511,10.785,11.066,11.353,11.646,11.946,12.253,12.566,12.886,13.213,13.548,13.889,14.237,14.593,14.956,15.326,15.704,16.089,16.483,16.883,17.291,17.708,18.132,18.563,19.003,19.451,19.907,20.37,20.842,21.215,21.54,21.867,22.199,22.534,22.873,23.215,23.561,23.91,24.263,24.619,24.979,25.343,25.71,26.041,26.374,26.709,27.048,27.389,27.732,28.079,28.428,28.779,29.133,29.49,29.85,30.212,30.578,30.947,31.32,31.695,32.074,32.456,32.842,33.23,33.622,34.016,34.414,34.814,35.217,35.623,36.032,36.444,36.858,37.274,37.693,38.115,38.538,38.964,39.391,39.821,40.251,40.683,41.117,41.552,41.989,42.426,42.865,43.305,43.746
viet nam,11.641,11.92,12.205,12.495,12.792,13.094,13.404,13.718,14.039,14.366,14.7,15.031,15.369,15.714,16.064,16.421,16.784,17.153,17.529,17.911,18.3,18.396,18.492,18.588,18.685,18.782,18.88,18.978,19.076,19.175,19.247,19.309,19.372,19.435,19.498,19.561,19.625,19.688,19.752,19.891,20.257,20.629,21.006,21.387,21.774,22.166,22.563,22.965,23.371,23.817,24.374,24.937,25.511,26.092,26.683,27.281,27.888,28.504,29.128,29.762,30.417,31.08,31.752,32.429,33.115,33.809,34.51,35.213,35.919,36.628,37.34,38.052,38.766,39.48,40.195,40.909,41.622,42.334,43.043,43.751,44.455,45.155,45.851,46.543,47.229,47.909,48.583,49.249,49.907,50.557,51.196,51.824,52.438,53.053,53.667,54.281,54.893,55.504,56.113,56.72,57.325
sweden,65.724,66.548,67.24,67.923,68.6,69.269,69.93,70.582,71.226,71.862,72.49,73.295,74.271,75.223,76.153,77.056,77.914,78.727,79.519,80.287,81.034,81.563,81.886,82.203,82.517,82.73,82.802,82.873,82.944,83.016,83.087,83.1,83.1,83.1,83.1,83.1,83.1,83.1,83.1,83.1,83.1,83.204,83.361,83.516,83.671,83.824,83.914,83.942,83.97,83.998,84.026,84.071,84.133,84.196,84.258,84.319,84.43,84.588,84.746,84.902,85.056,85.297,85.62,85.936,86.247,86.553,86.852,87.146,87.431,87.708,87.977,88.238,88.492,88.738,88.976,89.208,89.432,89.65,89.862,90.067,90.266,90.458,90.645,90.827,91.002,91.172,91.337,91.497,91.652,91.801,91.946,92.086,92.222,92.353,92.482,92.609,92.734,92.857,92.978,93.097,93.215
spain,51.92,52.336,52.809,53.281,53.753,54.224,54.695,55.164,55.632,56.1,56.567,57.303,58.308,59.306,60.298,61.278,62.251,63.214,64.168,65.108,66.038,66.848,67.541,68.224,68.901,69.57,70.231,70.883,71.527,72.162,72.789,73.279,73.515,73.749,73.982,74.213,74.444,74.673,74.9,75.126,75.351,75.528,75.61,75.692,75.774,75.856,75.938,76.019,76.1,76.181,76.262,76.343,76.533,76.778,77.022,77.263,77.502,77.74,77.976,78.21,78.442,78.673,78.902,79.133,79.366,79.602,79.84,80.08,80.321,80.565,80.81,81.056,81.304,81.552,81.802,82.053,82.304,82.556,82.808,83.06,83.313,83.565,83.817,84.069,84.32,84.57,84.819,85.067,85.313,85.556,85.796,86.032,86.265,86.494,86.721,86.944,87.164,87.381,87.595,87.805,88.013
belgium,91.466,91.571,91.674,91.776,91.877,91.977,92.076,92.174,92.27,92.366,92.46,92.554,92.679,92.835,92.988,93.137,93.284,93.428,93.569,93.707,93.843,93.976,94.106,94.233,94.358,94.48,94.6,94.806,95.005,95.196,95.381,95.535,95.637,95.737,95.835,95.93,96.023,96.115,96.204,96.292,96.377,96.461,96.542,96.622,96.7,96.777,96.851,96.924,96.996,97.065,97.129,97.186,97.241,97.296,97.35,97.403,97.454,97.505,97.555,97.603,97.651,97.698,97.744,97.789,97.833,97.876,97.919,97.961,98.001,98.041,98.079,98.117,98.153,98.189,98.224,98.258,98.291,98.323,98.355,98.386,98.416,98.445,98.473,98.501,98.528,98.555,98.581,98.606,98.63,98.654,98.678,98.701,98.723,98.745,98.766,98.787,98.808,98.828,98.848,98.868,98.887
anguilla,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
antigua and barbuda,30.065,31,31.951,32.915,33.895,34.889,35.898,36.916,37.948,38.991,39.656,39.04,38.427,37.817,37.211,36.61,36.012,35.418,34.829,34.245,33.819,33.898,33.978,34.057,34.137,34.217,34.297,34.377,34.457,34.538,34.618,34.698,34.779,34.86,34.94,35.021,35.102,35.183,35.264,35.345,35.426,35.465,35.085,34.709,34.334,33.961,33.59,33.221,32.855,32.49,32.127,31.74,31.098,30.464,29.837,29.218,28.606,28.002,27.405,26.818,26.238,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,24.433,24.38,24.346,24.332,24.338,24.363,24.408,24.473,24.558,24.663,24.787,24.933,25.098,25.285,25.493,25.722,25.973,26.246,26.541,26.859,27.201,27.566,27.934,28.305,28.679,29.056,29.436,29.819,30.204,30.593,30.984
aruba,50.928,50.913,50.898,50.883,50.867,50.852,50.837,50.822,50.807,50.791,50.776,50.761,50.746,50.73,50.715,50.7,50.685,50.67,50.654,50.639,50.624,50.609,50.593,50.578,50.563,50.548,50.532,50.517,50.502,50.487,50.472,50.456,50.441,50.426,50.411,50.395,50.38,50.365,50.35,50.335,50.319,50.304,49.998,49.588,49.177,48.767,48.356,47.946,47.536,47.127,46.717,46.339,45.972,45.606,45.24,44.875,44.511,44.147,43.783,43.421,43.059,42.94,42.957,42.99,43.041,43.108,43.192,43.293,43.411,43.546,43.697,43.866,44.052,44.254,44.474,44.711,44.965,45.236,45.524,45.83,46.152,46.492,46.849,47.223,47.614,48.021,48.446,48.887,49.328,49.769,50.211,50.652,51.094,51.535,51.976,52.416,52.857,53.296,53.736,54.174,54.613
bahamas,52.086,52.859,53.631,54.4,55.168,55.933,56.697,57.455,58.211,58.963,59.712,60.454,61.193,61.926,62.642,63.343,64.04,64.73,65.416,66.093,66.764,67.429,68.088,68.738,69.381,70.017,70.647,71.266,71.879,72.484,73.102,73.843,74.571,75.285,75.987,76.674,77.347,78.007,78.654,79.284,79.838,80.067,80.293,80.518,80.74,80.961,81.18,81.396,81.611,81.824,82.007,82.049,82.092,82.134,82.176,82.218,82.26,82.302,82.343,82.385,82.427,82.476,82.532,82.596,82.668,82.746,82.832,82.925,83.025,83.132,83.245,83.365,83.492,83.625,83.764,83.91,84.061,84.218,84.381,84.549,84.722,84.901,85.084,85.272,85.465,85.661,85.861,86.06,86.255,86.449,86.64,86.829,87.016,87.2,87.382,87.562,87.74,87.916,88.089,88.26,88.429
barbados,36.053,36.125,36.197,36.269,36.342,36.414,36.487,36.559,36.631,36.704,36.777,36.849,36.922,36.995,37.068,37.141,37.214,37.287,37.36,37.433,37.55,37.809,38.07,38.331,38.592,38.855,39.118,39.381,39.646,39.91,40.102,39.828,39.554,39.28,39.007,38.736,38.464,38.194,37.923,37.654,37.37,37.006,36.643,36.283,35.924,35.566,35.21,34.856,34.503,34.152,33.827,33.629,33.431,33.234,33.037,32.841,32.646,32.451,32.256,32.063,31.87,31.7,31.553,31.429,31.328,31.249,31.193,31.159,31.147,31.158,31.191,31.246,31.324,31.425,31.548,31.694,31.863,32.055,32.27,32.509,32.772,33.059,33.37,33.705,34.065,34.45,34.86,35.273,35.688,36.105,36.524,36.945,37.368,37.793,38.22,38.649,39.08,39.512,39.946,40.381,40.818
british virgin islands,11.228,11.319,11.41,11.501,11.594,11.687,11.78,11.875,11.969,12.065,12.228,12.618,13.019,13.43,13.854,14.287,14.732,15.188,15.657,16.135,16.635,17.174,17.728,18.294,18.875,19.47,20.081,20.703,21.34,21.992,22.741,24.039,25.389,26.788,28.237,29.728,31.266,32.846,34.468,36.123,37.814,39.334,39.603,39.872,40.142,40.413,40.684,40.955,41.228,41.5,41.774,42.048,42.328,42.615,42.909,43.21,43.517,43.831,44.152,44.479,44.814,45.154,45.502,45.856,46.216,46.583,46.957,47.337,47.723,48.116,48.515,48.92,49.331,49.748,50.171,50.599,51.033,51.472,51.911,52.349,52.787,53.225,53.662,54.099,54.535,54.971,55.405,55.839,56.272,56.704,57.135,57.565,57.993,58.421,58.847,59.272,59.696,60.118,60.538,60.957,61.375
caribbean netherlands,70.831,71.189,71.545,71.898,72.248,72.596,72.942,73.283,73.623,73.96,74.294,74.625,74.953,75.279,75.602,75.921,76.238,76.552,76.863,77.171,77.476,77.779,77.991,78.114,78.236,78.358,78.48,78.6,78.721,78.841,78.96,78.972,78.829,78.686,78.542,78.398,78.253,78.107,77.96,77.813,77.665,77.516,77.309,77.023,76.734,76.443,76.148,75.852,75.553,75.252,74.947,74.769,74.765,74.762,74.759,74.755,74.752,74.748,74.745,74.742,74.738,74.735,74.732,74.728,74.737,74.759,74.792,74.838,74.896,74.966,75.048,75.142,75.249,75.366,75.496,75.637,75.79,75.953,76.128,76.314,76.51,76.717,76.933,77.16,77.397,77.643,77.898,78.162,78.434,78.715,78.992,79.268,79.54,79.81,80.077,80.341,80.603,80.862,81.119,81.373,81.624
cayman islands,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
cuba,56.511,56.701,56.891,57.08,57.269,57.458,57.648,57.836,58.024,58.213,58.401,58.588,58.776,58.963,59.15,59.337,59.523,59.709,59.895,60.081,60.266,60.976,61.8,62.614,63.423,64.224,65.018,65.802,66.579,67.346,68.106,68.853,69.414,69.925,70.433,70.933,71.43,71.921,72.408,72.888,73.364,73.676,73.827,73.977,74.127,74.277,74.426,74.618,74.855,75.089,75.323,75.555,75.785,75.947,76.041,76.134,76.227,76.32,76.413,76.505,76.597,76.689,76.781,76.827,76.861,76.896,76.93,76.977,77.037,77.109,77.194,77.292,77.401,77.523,77.657,77.803,77.96,78.129,78.309,78.5,78.702,78.914,79.136,79.367,79.609,79.859,80.118,80.385,80.66,80.942,81.23,81.525,81.825,82.122,82.414,82.704,82.989,83.27,83.548,83.822,84.093
curacao,70.566,70.997,71.426,71.85,72.27,72.687,73.1,73.508,73.912,74.313,74.71,75.102,75.49,75.875,76.255,76.631,77.003,77.37,77.734,78.093,78.448,78.799,79.146,79.488,79.827,80.161,80.491,80.817,81.138,81.456,81.769,82.078,82.383,82.684,82.982,83.274,83.563,83.848,84.129,84.405,84.678,84.947,85.444,86.224,86.969,87.68,88.358,89.002,89.615,90.198,90.752,91.011,90.894,90.775,90.655,90.534,90.411,90.287,90.161,90.034,89.905,89.775,89.654,89.544,89.443,89.352,89.272,89.203,89.145,89.098,89.062,89.038,89.025,89.023,89.033,89.055,89.087,89.131,89.187,89.253,89.33,89.418,89.516,89.625,89.743,89.87,90.007,90.152,90.296,90.438,90.577,90.715,90.852,90.986,91.119,91.249,91.379,91.506,91.632,91.755,91.878
dominica,34.697,35.013,35.329,35.647,35.966,36.286,36.608,36.93,37.254,37.579,37.846,37.912,37.979,38.046,38.113,38.18,38.247,38.314,38.381,38.448,38.683,39.47,40.264,41.061,41.864,42.671,43.484,44.297,45.115,45.935,46.759,47.793,49.524,51.257,52.99,54.71,56.422,58.118,59.798,61.45,63.079,64.482,64.569,64.656,64.744,64.831,64.918,65.005,65.092,65.179,65.265,65.382,65.689,65.994,66.299,66.601,66.903,67.203,67.502,67.799,68.094,68.389,68.685,68.982,69.28,69.579,69.88,70.181,70.483,70.786,71.09,71.395,71.7,72.006,72.312,72.619,72.926,73.233,73.541,73.848,74.155,74.463,74.769,75.076,75.382,75.688,75.993,76.297,76.598,76.897,77.193,77.487,77.777,78.065,78.351,78.633,78.913,79.191,79.465,79.737,80.006
dominican republic,23.741,24.341,24.953,25.572,26.203,26.843,27.495,28.154,28.823,29.502,30.191,31.112,32.074,33.052,34.046,35.052,36.073,37.106,38.153,39.207,40.274,41.351,42.437,43.527,44.626,45.729,46.838,47.948,49.061,50.175,51.29,52.401,53.05,53.323,53.596,53.868,54.14,54.412,54.684,54.955,55.226,55.497,55.767,56.037,56.752,57.598,58.441,59.276,60.107,60.933,61.753,62.565,63.371,64.605,66.003,67.37,68.71,70.02,71.3,72.542,73.753,74.827,75.802,76.749,77.67,78.566,79.436,80.277,81.074,81.828,82.54,83.213,83.848,84.446,85.011,85.543,86.043,86.514,86.957,87.374,87.765,88.132,88.476,88.799,89.101,89.383,89.646,89.892,90.121,90.333,90.53,90.711,90.878,91.031,91.182,91.331,91.477,91.621,91.763,91.903,92.04
grenada,28.495,28.676,28.857,29.039,29.222,29.405,29.589,29.773,29.959,30.145,30.332,30.519,30.707,30.895,31.085,31.274,31.465,31.656,31.848,32.04,32.212,32.281,32.351,32.421,32.491,32.561,32.631,32.701,32.771,32.841,32.912,32.978,33.028,33.078,33.128,33.177,33.227,33.277,33.327,33.377,33.427,33.503,33.744,33.985,34.227,34.47,34.714,34.959,35.204,35.45,35.698,35.919,35.913,35.907,35.901,35.895,35.889,35.883,35.877,35.871,35.865,35.859,35.869,35.896,35.938,35.997,36.072,36.164,36.272,36.396,36.537,36.694,36.868,37.059,37.267,37.491,37.733,37.992,38.267,38.561,38.871,39.199,39.545,39.908,40.289,40.688,41.104,41.538,41.973,42.41,42.848,43.287,43.727,44.168,44.61,45.052,45.496,45.94,46.385,46.83,47.276
guadeloupe,35.8,38.049,40.354,42.696,45.075,47.476,49.892,52.302,54.705,57.086,59.438,61.741,63.996,66.19,68.32,70.37,72.344,74.234,76.041,77.754,79.38,80.917,82.366,83.724,84.998,86.188,87.3,88.332,89.291,90.18,91.004,91.763,92.465,93.111,93.706,94.252,94.753,95.213,95.635,96.021,96.374,96.697,96.992,97.261,97.507,97.731,97.936,98.122,98.292,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.401,98.403,98.406,98.41,98.414,98.42,98.427,98.434,98.443,98.452,98.463,98.474,98.486,98.499,98.512,98.526,98.542,98.557,98.574,98.591,98.609,98.627,98.646,98.666,98.686,98.707,98.727,98.747,98.766,98.786,98.805,98.823,98.842,98.86,98.878,98.896,98.913,98.93,98.947,98.963,98.98,98.996,99.011,99.027
haiti,12.169,12.48,12.798,13.122,13.453,13.792,14.138,14.49,14.85,15.217,15.593,15.975,16.365,16.762,17.168,17.58,18.001,18.429,18.866,19.31,19.762,20.222,20.323,20.35,20.377,20.404,20.431,20.459,20.486,20.513,20.541,20.568,20.595,21.36,22.297,23.261,24.255,25.277,26.329,27.405,28.51,29.641,30.8,31.39,31.987,32.59,33.2,33.792,34.389,34.992,35.6,37.251,38.935,40.645,41.679,42.638,43.604,44.574,45.551,46.528,47.509,48.492,49.477,50.46,51.444,52.427,53.396,54.346,55.278,56.192,57.088,57.964,58.82,59.656,60.472,61.266,62.04,62.793,63.524,64.234,64.923,65.589,66.235,66.858,67.46,68.041,68.6,69.137,69.653,70.147,70.618,71.067,71.512,71.954,72.391,72.825,73.253,73.678,74.098,74.514,74.925
jamaica,24.116,24.998,25.903,26.826,27.771,28.736,29.722,30.725,31.747,32.788,33.769,34.5,35.239,35.985,36.74,37.499,38.265,39.036,39.815,40.596,41.324,41.858,42.395,42.933,43.472,44.013,44.557,45.1,45.645,46.191,46.739,47.286,47.813,48.016,48.22,48.424,48.628,48.832,49.036,49.24,49.444,49.656,49.896,50.136,50.375,50.615,50.855,51.095,51.335,51.574,51.814,52.053,52.251,52.437,52.625,52.811,52.998,53.184,53.371,53.557,53.743,53.93,54.132,54.35,54.584,54.833,55.098,55.378,55.674,55.985,56.311,56.652,57.008,57.378,57.762,58.16,58.572,58.997,59.435,59.886,60.349,60.824,61.309,61.806,62.312,62.827,63.35,63.878,64.405,64.928,65.448,65.964,66.476,66.985,67.489,67.99,68.486,68.979,69.467,69.95,70.429
martinique,32.89,32.767,32.645,32.522,32.4,33.63,34.883,36.155,37.448,38.76,40.089,41.43,43.368,45.548,47.749,49.953,52.16,54.358,56.596,58.824,61.018,63.169,65.272,67.311,69.289,71.199,73.039,74.798,76.482,78.086,79.612,81.054,82.178,82.74,83.288,83.82,84.34,84.846,85.339,85.817,86.283,86.736,87.177,87.604,88.02,88.423,88.815,89.195,89.563,89.786,89.713,89.64,89.566,89.492,89.417,89.342,89.266,89.199,89.14,89.091,89.05,89.018,88.995,88.981,88.977,88.981,88.995,89.018,89.049,89.09,89.14,89.198,89.265,89.341,89.425,89.517,89.617,89.725,89.84,89.963,90.092,90.228,90.371,90.511,90.65,90.787,90.922,91.055,91.187,91.317,91.445,91.571,91.696,91.819,91.941,92.06,92.178,92.295,92.41,92.523,92.635
montserrat,15.8,15.8,15.8,15.8,15.8,15.8,15.829,15.859,15.888,15.917,15.82,15.311,14.814,14.332,13.861,13.405,12.961,12.53,12.11,11.704,11.424,11.53,11.636,11.743,11.85,11.959,12.069,12.179,12.29,12.402,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,0.052,0.333,2.087,9.495,9.456,9.418,9.379,9.341,9.303,9.265,9.227,9.19,9.152,9.115,9.085,9.063,9.048,9.041,9.041,9.048,9.063,9.086,9.115,9.153,9.198,9.251,9.312,9.381,9.458,9.543,9.637,9.739,9.851,9.972,10.102,10.242,10.392,10.553,10.724,10.906,11.091,11.279,11.469,11.663,11.859,12.058,12.259,12.464,12.672,12.882,13.096,13.313,13.532
puerto rico,40.592,40.958,41.326,41.693,42.062,42.432,42.803,43.174,43.547,43.92,44.547,45.933,47.327,48.724,50.126,51.524,52.921,54.314,55.702,57.077,58.328,59.23,60.127,61.014,61.896,62.77,63.637,64.492,65.34,66.178,67.835,71.772,75.406,78.711,81.684,84.317,86.637,88.66,90.413,91.915,92.942,93.106,93.267,93.424,93.578,93.729,93.876,94.02,94.161,94.298,94.387,94.333,94.278,94.224,94.168,94.112,94.056,93.999,93.942,93.884,93.825,93.773,93.726,93.686,93.651,93.624,93.602,93.587,93.578,93.576,93.581,93.592,93.61,93.634,93.664,93.701,93.744,93.792,93.847,93.908,93.974,94.046,94.122,94.204,94.29,94.381,94.476,94.57,94.662,94.752,94.842,94.929,95.016,95.1,95.184,95.266,95.347,95.426,95.505,95.582,95.657
saint kitts and nevis,26.518,26.617,26.717,26.817,26.917,27.018,27.119,27.219,27.32,27.422,27.644,28.269,28.903,29.545,30.197,30.855,31.521,32.196,32.878,33.567,34.141,34.317,34.495,34.672,34.849,35.027,35.206,35.385,35.564,35.744,35.882,35.754,35.626,35.498,35.37,35.243,35.116,34.989,34.862,34.735,34.609,34.474,34.283,34.093,33.904,33.715,33.526,33.339,33.151,32.965,32.778,32.598,32.455,32.312,32.17,32.028,31.886,31.744,31.603,31.463,31.322,31.182,31.062,30.964,30.885,30.827,30.79,30.773,30.776,30.799,30.843,30.906,30.991,31.096,31.221,31.368,31.535,31.723,31.932,32.163,32.416,32.69,32.987,33.305,33.647,34.011,34.398,34.807,35.22,35.634,36.051,36.47,36.891,37.314,37.739,38.165,38.594,39.024,39.456,39.89,40.325
saint lucia,19.199,19.417,19.637,19.858,20.081,20.306,20.533,20.762,20.992,21.225,21.46,21.696,21.934,22.174,22.416,22.66,22.905,23.153,23.403,23.654,23.907,24.162,24.419,24.677,24.938,25.2,25.465,25.73,25.998,26.268,26.54,26.812,27.087,27.364,27.643,27.923,28.205,28.488,28.774,29.061,29.349,29.572,29.369,29.167,28.965,28.765,28.565,28.366,28.168,27.971,27.774,27.473,26.329,25.216,24.133,23.085,22.068,21.084,20.131,19.213,18.45,18.45,18.45,18.461,18.482,18.515,18.558,18.612,18.678,18.754,18.841,18.94,19.05,19.172,19.306,19.451,19.609,19.779,19.961,20.156,20.364,20.586,20.821,21.069,21.332,21.609,21.9,22.207,22.528,22.853,23.181,23.513,23.847,24.185,24.527,24.871,25.219,25.57,25.924,26.281,26.642
saint vincent and the grenadines,21.705,22.105,22.512,22.922,23.338,23.759,24.186,24.617,25.054,25.495,25.943,26.394,26.851,27.314,27.781,28.252,28.729,29.21,29.697,30.187,30.683,31.182,31.687,32.195,32.708,33.225,33.747,34.271,34.8,35.333,35.87,36.409,36.953,37.5,38.05,38.602,39.158,39.717,40.28,40.843,41.409,41.949,42.306,42.663,43.021,43.38,43.741,44.1,44.461,44.823,45.186,45.548,45.914,46.283,46.656,47.032,47.412,47.794,48.18,48.569,48.961,49.356,49.754,50.154,50.558,50.964,51.373,51.784,52.198,52.614,53.032,53.452,53.875,54.299,54.725,55.152,55.58,56.01,56.439,56.867,57.293,57.719,58.144,58.567,58.989,59.41,59.83,60.248,60.664,61.079,61.493,61.904,62.314,62.723,63.129,63.534,63.936,64.337,64.736,65.133,65.527
sint maarten (dutch part),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
trinidad and tobago,26.26,26.995,27.743,28.502,29.275,30.059,30.857,31.664,32.483,33.313,34.155,35.004,35.864,36.734,37.613,38.498,39.392,40.294,41.203,42.115,43.035,43.959,44.888,45.819,46.754,47.691,48.631,49.57,50.51,51.449,52.284,52.468,52.653,52.837,53.021,53.205,53.389,53.573,53.757,53.941,54.124,54.308,54.491,54.674,54.857,55.04,55.224,55.406,55.589,55.771,55.905,55.718,55.53,55.343,55.155,54.967,54.779,54.59,54.402,54.213,54.025,53.836,53.671,53.53,53.413,53.319,53.25,53.205,53.184,53.187,53.214,53.265,53.34,53.439,53.562,53.709,53.88,54.074,54.293,54.535,54.8,55.089,55.402,55.737,56.096,56.477,56.881,57.306,57.731,58.154,58.577,58.998,59.417,59.836,60.253,60.668,61.082,61.494,61.905,62.314,62.721
turks and caicos islands,47.2,47.241,47.282,47.323,47.364,47.405,47.446,47.487,47.528,47.569,47.679,48.021,48.364,48.706,49.049,49.392,49.734,50.077,50.42,50.763,51.106,51.487,51.882,52.275,52.669,53.063,53.456,53.848,54.24,54.632,55.259,57.358,59.435,61.478,63.484,65.439,67.345,69.197,70.99,72.716,74.343,75.537,76.694,77.81,78.888,79.928,80.93,81.89,82.814,83.7,84.55,85.362,86.007,86.608,87.188,87.745,88.281,88.797,89.294,89.77,90.228,90.668,91.09,91.483,91.851,92.195,92.517,92.817,93.098,93.36,93.605,93.834,94.047,94.247,94.433,94.606,94.768,94.919,95.06,95.19,95.311,95.424,95.528,95.625,95.714,95.795,95.87,95.939,96.001,96.062,96.122,96.182,96.241,96.298,96.355,96.411,96.466,96.521,96.574,96.627,96.679
us virgin islands,58.344,58.118,57.892,57.666,57.439,57.212,56.985,56.757,56.529,56.301,56.477,57.864,59.241,60.604,61.952,63.279,64.587,65.874,67.14,68.378,69.592,70.779,71.941,73.07,74.172,75.245,76.288,77.298,78.278,79.228,80.147,81.034,81.891,82.717,83.514,84.28,85.017,85.726,86.407,87.059,87.685,88.285,88.86,89.409,89.934,90.437,90.917,91.374,91.811,92.228,92.586,92.814,93.036,93.251,93.461,93.664,93.861,94.053,94.239,94.419,94.594,94.761,94.919,95.07,95.213,95.35,95.48,95.603,95.721,95.832,95.939,96.04,96.136,96.227,96.314,96.397,96.476,96.55,96.621,96.689,96.752,96.813,96.87,96.925,96.976,97.025,97.071,97.116,97.161,97.205,97.248,97.291,97.333,97.374,97.415,97.455,97.494,97.533,97.571,97.609,97.646
belize,55.288,55.166,55.045,54.924,54.802,54.681,54.559,54.437,54.315,54.194,54.028,53.72,53.41,53.101,52.79,52.481,52.17,51.86,51.549,51.238,50.963,50.805,50.646,50.488,50.329,50.171,50.012,49.854,49.695,49.537,49.374,49.183,48.992,48.801,48.61,48.419,48.228,48.037,47.846,47.655,47.465,47.271,47.059,46.848,46.637,46.425,46.214,46.003,45.793,45.582,45.398,45.381,45.364,45.347,45.33,45.313,45.296,45.279,45.262,45.245,45.228,45.228,45.246,45.282,45.335,45.406,45.495,45.601,45.724,45.866,46.025,46.201,46.396,46.608,46.838,47.085,47.35,47.633,47.934,48.252,48.588,48.941,49.312,49.701,50.107,50.529,50.968,51.408,51.847,52.286,52.725,53.163,53.601,54.038,54.475,54.911,55.346,55.78,56.213,56.646,57.077
costa rica,33.508,33.582,33.657,33.731,33.805,33.88,33.955,34.029,34.104,34.179,34.254,34.329,34.404,34.606,35.197,35.791,36.39,36.993,37.601,38.212,38.827,39.445,40.068,40.655,41.002,41.349,41.698,42.046,42.396,42.747,43.099,43.45,43.803,44.156,44.542,45.445,46.353,47.264,48.177,49.089,50.003,50.917,51.832,52.743,53.653,54.561,55.467,56.367,57.264,58.157,59.052,60.41,61.753,63.08,64.388,65.672,66.935,68.174,69.39,70.575,71.736,72.868,73.946,74.97,75.941,76.862,77.735,78.56,79.34,80.076,80.771,81.425,82.042,82.622,83.167,83.679,84.159,84.608,85.029,85.422,85.788,86.129,86.446,86.739,87.01,87.259,87.487,87.695,87.9,88.103,88.302,88.498,88.692,88.882,89.07,89.255,89.437,89.617,89.794,89.968,90.14
el salvador,36.509,36.692,36.875,37.059,37.243,37.427,37.612,37.797,37.982,38.168,38.354,38.527,38.628,38.729,38.83,38.931,39.033,39.134,39.236,39.337,39.439,39.544,40.043,40.543,41.046,41.551,42.058,42.565,43.075,43.586,44.099,44.612,45.127,45.642,46.16,46.677,47.195,47.714,48.234,48.754,49.274,49.794,50.315,51.417,52.704,53.988,55.268,56.537,57.8,58.357,58.912,59.464,60.014,60.561,61.107,61.648,62.187,62.774,63.678,64.57,65.452,66.325,67.187,68.036,68.874,69.7,70.501,71.275,72.023,72.746,73.444,74.118,74.767,75.393,75.996,76.576,77.134,77.67,78.185,78.679,79.153,79.607,80.042,80.458,80.855,81.235,81.598,81.943,82.272,82.584,82.88,83.159,83.436,83.708,83.978,84.243,84.505,84.763,85.018,85.27,85.517
